x_t0,y_t0,z_t0,x_next,y_next,z_next
-9.7869288,-15.03852,20.533978,-10.577554445036206,-15.833833887359557,22.044518077786634
-10.577554445036206,-15.833833887359557,22.044518077786634,-11.355438886531125,-16.429680461917076,23.787565163807134
-11.355438886531125,-16.429680461917076,23.787565163807134,-12.089270157985199,-16.752076714946583,25.722356101372885
-12.089270157985199,-16.752076714946583,25.722356101372885,-12.742066045550077,-16.73277148632224,27.779600753930595
-12.742066045550077,-16.73277148632224,27.779600753930595,-13.273642690089657,-16.321915104896302,29.861869204759145
-13.273642690089657,-16.321915104896302,29.861869204759145,-13.644590687889126,-15.501392071177447,31.850541185279813
-13.644590687889126,-15.501392071177447,31.850541185279813,-13.821371504137238,-14.294858859684394,33.619850974538956
-13.821371504137238,-14.294858859684394,33.619850974538956,-13.781606257523332,-12.770216658996185,35.055852709252996
-13.781606257523332,-12.770216658996185,35.055852709252996,-13.518263857303069,-11.032018738942009,36.07542370272336
-13.518263857303069,-11.032018738942009,36.07542370272336,-13.041528027915161,-9.204869945356176,36.639411201382735
-13.041528027915161,-9.204869945356176,36.639411201382735,-12.377712649920959,-7.412518015023376,36.755758169420226
-12.377712649920959,-7.412518015023376,36.755758169420226,-11.56548590125909,-5.758950640755324,36.47225028927789
-11.56548590125909,-5.758950640755324,36.47225028927789,-10.650445012193662,-4.316491553232243,35.86230379957933
-10.650445012193662,-4.316491553232243,35.86230379957933,-9.679412456710685,-3.1226260367810346,35.00897689709582
-9.679412456710685,-3.1226260367810346,35.00897689709582,-8.69563328113614,-2.1840708464082703,33.991657856569496
-8.69563328113614,-2.1840708464082703,33.991657856569496,-7.735538940713804,-1.4849028240213584,32.87768757319995
-7.735538940713804,-1.4849028240213584,32.87768757319995,-6.8271906378240725,-0.995578903101557,31.718965071890114
-6.8271906378240725,-0.995578903101557,31.718965071890114,-5.990125543080446,-0.6807171152660378,30.55225325818081
-5.990125543080446,-0.6807171152660378,30.55225325818081,-5.23615948936365,-0.5047231624673466,29.401552756220685
-5.23615948936365,-0.5047231624673466,29.401552756220685,-4.57070312207924,-0.43523826718061276,28.28119115103294
-4.57070312207924,-0.43523826718061276,28.28119115103294,-3.994243909274017,-0.4448364696491356,27.198772767510878
-3.994243909274017,-0.4448364696491356,27.198772767510878,-3.503765889539154,-0.5115169551846678,26.15758617252114
-3.503765889539154,-0.5115169551846678,26.15758617252114,-3.0939836253739084,-0.6184734938401246,25.15837299670783
-3.0939836253739084,-0.6184734938401246,25.15837299670783,-2.7583424783208623,-0.7534971201941995,24.20052482634835
-2.7583424783208623,-0.7534971201941995,24.20052482634835,-2.4897845775322125,-0.9082447987666126,23.28283649030059
-2.4897845775322125,-0.9082447987666126,23.28283649030059,-2.2813051579215284,-1.0775108274893115,22.403947934411093
-2.2813051579215284,-1.0775108274893115,22.403947934411093,-2.1263345462940464,-1.2585720596719774,21.562585106835623
-2.1263345462940464,-1.2585720596719774,21.562585106835623,-2.0189828881108576,-1.4506369542352069,20.757681852088226
-2.0189828881108576,-1.4506369542352069,20.757681852088226,-1.9541818589748878,-1.654404653031677,19.988438951770558
-1.9541818589748878,-1.654404653031677,19.988438951770558,-1.927752687788256,-1.871727555805429,19.254356450329865
-1.927752687788256,-1.871727555805429,19.254356450329865,-1.9364243307235969,-2.10536480636002,18.555261518544498
-1.9364243307235969,-2.10536480636002,18.555261518544498,-1.9778203640176997,-2.35881181963875,17.891345335771483
-1.9778203640176997,-2.35881181963875,17.891345335771483,-2.0504284640301234,-2.6361906359560945,17.26321751258722
-2.0504284640301234,-2.6361906359560945,17.26321751258722,-2.1535623170423213,-2.942186326245868,16.671984250379445
-2.1535623170423213,-2.942186326245868,16.671984250379445,-2.287322405790877,-3.2820151237405892,16.119355822382776
-2.287322405790877,-3.2820151237405892,16.119355822382776,-2.4525592271279044,-3.6614098617010185,15.607789383519538
-2.4525592271279044,-3.6614098617010185,15.607789383519538,-2.650839924627665,-4.086607176796393,15.140674059374348
-2.650839924627665,-4.086607176796393,15.140674059374348,-2.8844168502941017,-4.564318320938826,14.72256626391732
-2.8844168502941017,-4.564318320938826,14.72256626391732,-3.1561939419117815,-5.1016607944243715,14.359483701209435
-3.1561939419117815,-5.1016607944243715,14.359483701209435,-3.469683718202853,-5.706020800148049,14.059265709326636
-3.469683718202853,-5.706020800148049,14.059265709326636,-3.8289438152713156,-6.384806156608047,13.832004211106845
-3.8289438152713156,-6.384806156608047,13.832004211106845,-4.238476955858254,-7.14503542192669,13.69054147171267
-4.238476955858254,-7.14503542192669,13.69054147171267,-4.703071733922517,-7.992691818605172,13.651014917742728
-4.703071733922517,-7.992691818605172,13.651014917742728,-5.227553458757322,-8.931751830190642,13.733400768412492
-5.227553458757322,-8.931751830190642,13.733400768412492,-5.816404835958726,-9.962782792024237,13.96196095626691
-5.816404835958726,-9.962782792024237,13.96196095626691,-6.47320674017996,-11.081001607384662,14.365424821200538
-6.47320674017996,-11.081001607384662,14.365424821200538,-7.199842861343767,-12.27371692074345,14.976633444420496
-7.199842861343767,-12.27371692074345,14.976633444420496,-7.995414748347959,-13.517170926488562,15.831244080450793
-7.995414748347959,-13.517170926488562,15.831244080450793,-8.854836321493472,-14.772998182309573,16.9649603968694
-8.854836321493472,-14.772998182309573,16.9649603968694,-9.767134860717599,-15.98487327074246,18.40868810527934
-9.767134860717599,-15.98487327074246,18.40868810527934,-10.713596992966867,-17.076442165417696,20.181144474628347
-10.713596992966867,-17.076442165417696,20.181144474628347,-11.666075035842878,-17.952240176751168,22.278965797227404
-11.666075035842878,-17.952240176751168,22.278965797227404,-12.585996874661653,-18.503714045085623,24.6654449620347
-12.585996874661653,-18.503714045085623,24.6654449620347,-13.424832188666995,-18.622157080457587,27.26068018360339
-13.424832188666995,-18.622157080457587,27.26068018360339,-14.126814445173522,-18.21869372474457,29.937612969441556
-14.126814445173522,-18.21869372474457,29.937612969441556,-14.634408323634332,-17.24817877051187,32.528971372132766
-14.634408323634332,-17.24817877051187,32.528971372132766,-14.896223551434394,-15.729965996988156,34.84800358489336
-14.896223551434394,-15.729965996988156,34.84800358489336,-14.875948122454538,-13.756421406434235,36.72057623903166
-14.875948122454538,-13.756421406434235,36.72057623903166,-14.559915992772321,-11.482549782234724,38.01971281722197
-14.559915992772321,-11.482549782234724,38.01971281722197,-13.960816660065488,-9.097484316760953,38.690220072011705
-13.960816660065488,-9.097484316760953,38.690220072011705,-13.116134017491738,-6.7870895381760485,38.754108973357546
-13.116134017491738,-6.7870895381760485,38.754108973357546,-12.081751634674859,-4.700912844995584,38.29598879376766
-12.081751634674859,-4.700912844995584,38.29598879376766,-10.922796333121905,-2.9335453674876915,37.436105211795294
-10.922796333121905,-2.9335453674876915,37.436105211795294,-9.704381372026912,-1.522821332939848,36.30204920791637
-9.704381372026912,-1.522821332939848,36.30204920791637,-8.484354424318646,-0.46046283612503675,35.0075900673186
-8.484354424318646,-0.46046283612503675,35.0075900673186,-7.309003932401998,0.2919228522902578,33.64174141085126
-7.309003932401998,0.2919228522902578,33.64174141085126,-6.211604951376181,0.7874365012677921,32.26669226777234
-6.211604951376181,0.7874365012677921,32.26669226777234,-5.213067437626662,1.0822275397413808,30.921241800117997
-5.213067437626662,1.0822275397413808,30.921241800117997,-4.323800496726568,1.2282571712721946,29.626476532758296
-4.323800496726568,1.2282571712721946,29.626476532758296,-3.546048996683236,1.2697539626198502,28.391489942580364
-3.546048996683236,1.2697539626198502,28.391489942580364,-2.8762047372439543,1.2421905617301634,27.21806822425548
-2.8762047372439543,1.2421905617301634,27.21806822425548,-2.3068233612162823,1.1727165162008413,26.104056836507706
-2.3068233612162823,1.1727165162008413,26.104056836507706,-1.828243559832283,1.0812800923218255,25.045540485247926
-1.828243559832283,1.0812800923218255,25.045540485247926,-1.4298048458039654,0.981965179351906,24.03812061060579
-1.4298048458039654,0.981965179351906,24.03812061060579,-1.1007101762446223,0.8842875061275423,23.077579533271454
-1.1007101762446223,0.8842875061275423,23.077579533271454,-0.8305981498642492,0.7943334122223773,22.160165138461792
-0.8305981498642492,0.7943334122223773,22.160165138461792,-0.6098905391678276,0.715703549123175,21.28266232183271
-0.6098905391678276,0.715703549123175,21.28266232183271,-0.42997375866854165,0.650264465079038,20.442358631704263
-0.42997375866854165,0.650264465079038,20.442358631704263,-0.2832628021454714,0.5987292426110961,19.63696783189637
-0.2832628021454714,0.5987292426110961,19.63696783189637,-0.1631859255308569,0.5610945936283315,18.864545747825556
-0.1631859255308569,0.5610945936283315,18.864545747825556,-0.06411913261492602,0.5369620883005254,18.123414604583086
-0.06411913261492602,0.5369620883005254,18.123414604583086,0.018708231307894053,0.5257687546621586,17.412101732867566
0.018708231307894053,0.5257687546621586,17.412101732867566,0.08932171741857871,0.5269488173472748,16.729293206765643
0.08932171741857871,0.5269488173472748,16.729293206765643,0.15111365336602306,0.5400446860639943,16.073800655964813
0.15111365336602306,0.5400446860639943,16.073800655964813,0.20695217022458173,0.5647818635947903,15.44453881727389
0.20695217022458173,0.5647818635947903,15.44453881727389,0.25928360873447864,0.6011194025317231,14.84051152794711
0.25928360873447864,0.6011194025317231,14.84051152794711,0.3102264936575423,0.6492849657246241,14.260804344743065
0.3102264936575423,0.6492849657246241,14.260804344743065,0.36165662380137714,0.7098014400424498,13.704582554768953
0.36165662380137714,0.7098014400424498,13.704582554768953,0.41528373288722586,0.7835103837190451,13.17109392084871
0.41528373288722586,0.7835103837190451,13.17109392084871,0.4727207530114228,0.8715963025113209,12.659676046768015
0.4727207530114228,0.8715963025113209,12.659676046768015,0.5355470533884891,0.9756147880653047,12.169768769117805
0.5355470533884891,0.9756147880653047,12.169768769117805,0.6053672056414287,1.0975268479692921,11.70093251704586
0.6053672056414287,1.0975268479692921,11.70093251704586,0.6838668968968264,1.239741243813199,11.252874175894112
0.6838668968968264,1.239741243813199,11.252874175894112,0.7728676100635605,1.4051662600862684,10.825482701491216
0.7728676100635605,1.4051662600862684,10.825482701491216,0.8743816381454138,1.5972719741057093,10.41887762488579
0.8743816381454138,1.5972719741057093,10.41887762488579,0.9906689023331362,1.8201636888507147,10.033474740696962
0.9906689023331362,1.8201636888507147,10.033474740696962,1.1242968918626923,2.078666599286259,9.670074779126294
1.1242968918626923,2.078666599286259,9.670074779126294,1.2782048070280885,2.378420806978377,9.329982830087737
1.2782048070280885,2.378420806978377,9.329982830087737,1.4557726086346576,2.725984210196259,9.015168836920179
1.4557726086346576,2.725984210196259,9.015168836920179,1.6608950621409881,3.128938173404751,8.728482719795522
1.6608950621409881,3.128938173404751,8.728482719795522,1.8980598610321473,3.5959866118658868,8.473941694177709
1.8980598610321473,3.5959866118658868,8.473941694177709,2.172427285201325,4.137032299634847,8.257112058019551
2.172427285201325,4.137032299634847,8.257112058019551,2.489906236755174,4.763203478625523,8.085612781963823
2.489906236755174,4.763203478625523,8.085612781963823,2.857217361279405,5.486787296389279,7.969772697486003
2.857217361279405,5.486787296389279,7.969772697486003,3.281927531301382,6.3210016409161796,7.923474833094826
3.281927531301382,6.3210016409161796,7.923474833094826,3.7724301659109694,7.27950038495955,7.965216291455783
3.7724301659109694,7.27950038495955,7.965216291455783,4.33783130503452,8.375455705089369,8.119392165471211
4.33783130503452,8.375455705089369,8.119392165471211,4.98768051007948,9.619993587930278,8.41776371181297
4.98768051007948,9.619993587930278,8.41776371181297,5.731457365520688,11.019679533626288,8.900972232383209
5.731457365520688,11.019679533626288,8.900972232383209,6.577689189277364,12.572680442354443,9.619778634659541
6.577689189277364,12.572680442354443,9.619778634659541,7.532538742927674,14.263216453589989,10.635405591686947
7.532538742927674,14.263216453589989,10.635405591686947,8.597677463396499,16.05406913603584,12.01790743156173
8.597677463396499,16.05406913603584,12.01790743156173,9.767283350925236,17.877415386127485,13.840927738146112
